chamado_id,hospital_id,equipamento_id,falha_id,tecnico_id,tipo_chamado,status,data_abertura,data_fechamento,prioridade,descricao,tempo_resposta_horas
394,25,394,,18,preventiva,concluido,2026-02-11 19:00:00,2026-02-12 08:00:00,medio,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade medio.,13
395,25,395,304,,corretiva,nao atribuido,2026-06-01 15:49:00,,medio,Parada por falha em tc. Prioridade medio.,
396,25,396,,15,preventiva,concluido,2026-02-14 08:00:00,2026-02-15 08:00:00,alto,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade alto.,24
397,25,397,305,27,corretiva,concluido,2026-01-21 21:52:00,2026-01-22 02:52:00,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,5
398,25,398,,6,preventiva,concluido,2026-04-21 11:00:00,2026-04-23 04:00:00,alto,Chamado preventiva para tc. Motivo: MTBF proximo do vencimento. Prioridade alto.,41
399,25,399,,39,preventiva,concluido,2025-12-21 11:00:00,2025-12-23 02:00:00,alto,Chamado preventiva para ultrassom. Motivo: MTBF proximo do vencimento. Prioridade alto.,39
400,25,400,306,27,corretiva,atribuido,2026-06-03 18:50:00,,medio,Parada por falha em pet. Prioridade medio.,
401,26,401,,34,preventiva,concluido,2026-02-08 07:00:00,2026-02-09 17:00:00,alto,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade alto.,34
402,26,402,307,23,corretiva,em andamento,2026-05-28 09:10:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
403,26,403,308,47,corretiva,concluido,2026-05-16 12:16:00,2026-05-16 22:16:00,baixo,Parada por falha em pet. Prioridade baixo.,10
404,26,404,309,14,corretiva,concluido,2026-01-21 20:49:00,2026-01-22 14:49:00,alto,Parada por falha em pet. Prioridade alto.,18
405,26,405,,1,preventiva,concluido,2026-04-28 06:00:00,2026-04-29 09:00:00,alto,Chamado preventiva para ressonancia magnetica. Motivo: MTBF proximo do vencimento. Prioridade alto.,27
406,26,406,310,,corretiva,nao atribuido,2026-06-04 06:27:00,,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,
407,26,407,311,,corretiva,nao atribuido,2026-06-01 23:48:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
408,26,408,312,9,corretiva,concluido,2026-02-28 00:10:00,2026-02-28 13:10:00,alto,Parada por falha em pet. Prioridade alto.,13
409,26,409,313,,corretiva,nao atribuido,2026-05-24 19:14:00,,alto,Parada por falha em angiografia. Prioridade alto.,
410,26,410,314,11,corretiva,atribuido,2026-06-02 02:14:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
411,26,411,315,23,corretiva,em andamento,2026-05-26 18:17:00,,medio,Parada por falha em pet. Prioridade medio.,
412,26,412,316,,corretiva,nao atribuido,2026-05-28 07:24:00,,alto,Parada por falha em pet. Prioridade alto.,
413,26,413,,27,preventiva,concluido,2026-05-04 18:00:00,2026-05-05 20:00:00,alto,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade alto.,26
414,26,414,317,44,corretiva,concluido,2026-02-08 07:33:00,2026-02-08 20:33:00,alto,Parada por falha em ultrassom. Prioridade alto.,13
415,26,415,318,17,corretiva,concluido,2026-05-06 05:46:00,2026-05-07 05:46:00,medio,Parada por falha em pet. Prioridade medio.,24
416,26,416,319,19,corretiva,atribuido,2026-05-29 11:40:00,,medio,Parada por falha em angiografia. Prioridade medio.,
417,27,417,,20,preventiva,concluido,2026-01-31 08:00:00,2026-02-02 14:00:00,medio,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade medio.,54
418,27,418,,38,preventiva,concluido,2025-12-23 06:00:00,2025-12-24 17:00:00,baixo,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade baixo.,35
419,27,419,320,,corretiva,nao atribuido,2026-05-28 06:27:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
420,27,420,,29,preventiva,concluido,2026-05-11 09:00:00,2026-05-12 21:00:00,baixo,Chamado preventiva para arco cirurgico. Motivo: desgaste elevado. Prioridade baixo.,36
421,27,421,321,,corretiva,nao atribuido,2026-05-27 15:37:00,,medio,Parada por falha em tc. Prioridade medio.,
422,27,422,322,9,corretiva,em andamento,2026-05-28 21:20:00,,alto,Parada por falha em tc. Prioridade alto.,
423,27,423,323,18,corretiva,concluido,2026-01-04 09:22:00,2026-01-05 03:22:00,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,18
424,27,424,,21,preventiva,concluido,2026-03-09 08:00:00,2026-03-10 05:00:00,baixo,Chamado preventiva para ultrassom. Motivo: desgaste elevado. Prioridade baixo.,21
425,27,425,324,7,corretiva,concluido,2026-04-15 04:23:00,2026-04-15 19:23:00,baixo,Parada por falha em tc. Prioridade baixo.,15
426,27,426,,42,preventiva,concluido,2026-03-08 00:00:00,2026-03-09 21:00:00,medio,Chamado preventiva para tc. Motivo: desgaste elevado. Prioridade medio.,45
427,27,427,325,40,corretiva,concluido,2026-03-15 21:26:00,2026-03-16 09:26:00,baixo,Parada por falha em pet. Prioridade baixo.,12
428,27,428,326,42,corretiva,concluido,2026-05-02 23:08:00,2026-05-03 08:08:00,baixo,Parada por falha em tc. Prioridade baixo.,9
429,27,429,,21,preventiva,concluido,2026-03-25 20:00:00,2026-03-27 22:00:00,baixo,Chamado preventiva para ultrassom. Motivo: desgaste elevado. Prioridade baixo.,50
430,27,430,327,,corretiva,nao atribuido,2026-05-31 21:53:00,,alto,Parada por falha em raio x. Prioridade alto.,
431,27,431,328,57,corretiva,concluido,2026-03-29 04:38:00,2026-03-29 21:38:00,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,17
432,27,432,329,,corretiva,nao atribuido,2026-05-31 10:40:00,,alto,Parada por falha em pet. Prioridade alto.,
433,28,433,330,35,corretiva,concluido,2026-01-28 15:50:00,2026-01-29 01:50:00,alto,Parada por falha em raio x. Prioridade alto.,10
434,28,434,331,,corretiva,nao atribuido,2026-05-30 20:07:00,,alto,Parada por falha em pet. Prioridade alto.,
435,28,435,,57,preventiva,concluido,2025-12-26 13:00:00,2025-12-28 14:00:00,medio,Chamado preventiva para ultrassom. Motivo: MTBF proximo do vencimento. Prioridade medio.,49
436,28,436,332,16,corretiva,atribuido,2026-05-28 15:43:00,,alto,Parada por falha em arco cirurgico. Prioridade alto.,
437,28,437,333,18,corretiva,atribuido,2026-05-28 23:34:00,,alto,Parada por falha em arco cirurgico. Prioridade alto.,
438,28,438,334,,corretiva,nao atribuido,2026-05-26 17:35:00,,alto,Parada por falha em angiografia. Prioridade alto.,
439,28,439,335,25,corretiva,concluido,2026-01-25 21:24:00,2026-01-26 16:24:00,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,19
440,28,440,,46,preventiva,concluido,2026-03-13 02:00:00,2026-03-13 16:00:00,medio,Chamado preventiva para pet. Motivo: desgaste elevado. Prioridade medio.,14
441,28,441,336,51,corretiva,em andamento,2026-05-29 13:27:00,,alto,Parada por falha em tc. Prioridade alto.,
442,28,442,337,39,corretiva,em andamento,2026-05-27 00:09:00,,baixo,Parada por falha em tc. Prioridade baixo.,
443,28,443,338,,corretiva,nao atribuido,2026-05-29 03:46:00,,medio,Parada por falha em angiografia. Prioridade medio.,
444,28,444,339,40,corretiva,concluido,2026-04-22 21:25:00,2026-04-23 09:25:00,alto,Parada por falha em pet. Prioridade alto.,12
445,28,445,340,,corretiva,nao atribuido,2026-05-27 17:19:00,,baixo,Parada por falha em pet. Prioridade baixo.,
446,28,446,341,56,corretiva,concluido,2026-05-12 22:31:00,2026-05-13 08:31:00,baixo,Parada por falha em pet. Prioridade baixo.,10
447,28,447,342,17,corretiva,concluido,2025-12-31 05:40:00,2026-01-01 03:40:00,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,22
448,28,448,343,,corretiva,nao atribuido,2026-05-30 10:19:00,,medio,Parada por falha em pet. Prioridade medio.,
449,29,449,,20,preventiva,concluido,2026-04-19 20:00:00,2026-04-21 12:00:00,alto,Chamado preventiva para arco cirurgico. Motivo: desgaste elevado. Prioridade alto.,40
450,29,450,344,6,corretiva,atribuido,2026-05-30 10:13:00,,medio,Parada por falha em pet. Prioridade medio.,
451,29,451,345,,corretiva,nao atribuido,2026-06-02 11:13:00,,alto,Parada por falha em pet. Prioridade alto.,
452,29,452,346,18,corretiva,atribuido,2026-05-30 17:44:00,,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,
453,29,453,347,49,corretiva,atribuido,2026-06-02 08:08:00,,medio,Parada por falha em tc. Prioridade medio.,
454,29,454,,59,preventiva,concluido,2026-05-23 12:00:00,2026-05-25 08:00:00,medio,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade medio.,44
455,29,455,348,37,corretiva,em andamento,2026-05-27 06:34:00,,medio,Parada por falha em tc. Prioridade medio.,
456,29,456,349,60,corretiva,em andamento,2026-05-28 19:31:00,,baixo,Parada por falha em raio x. Prioridade baixo.,
457,29,457,350,24,corretiva,concluido,2026-03-02 18:49:00,2026-03-03 09:49:00,baixo,Parada por falha em raio x. Prioridade baixo.,15
458,29,458,351,33,corretiva,concluido,2026-05-19 01:14:00,2026-05-19 20:14:00,medio,Parada por falha em raio x. Prioridade medio.,19
459,29,459,352,,corretiva,nao atribuido,2026-06-02 13:42:00,,alto,Parada por falha em angiografia. Prioridade alto.,
460,29,460,,15,preventiva,concluido,2026-01-26 00:00:00,2026-01-28 01:00:00,baixo,Chamado preventiva para tc. Motivo: MTBF proximo do vencimento. Prioridade baixo.,49
461,29,461,353,36,corretiva,atribuido,2026-05-27 13:33:00,,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,
462,29,462,,24,preventiva,concluido,2026-01-07 04:00:00,2026-01-07 20:00:00,medio,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade medio.,16
463,29,463,354,50,corretiva,em andamento,2026-05-28 07:42:00,,alto,Parada por falha em tc. Prioridade alto.,
464,29,464,355,42,corretiva,concluido,2026-01-18 07:19:00,2026-01-18 17:19:00,medio,Parada por falha em arco cirurgico. Prioridade medio.,10
465,30,465,356,18,corretiva,concluido,2026-01-10 01:13:00,2026-01-10 21:13:00,medio,Parada por falha em pet. Prioridade medio.,20
466,30,466,357,34,corretiva,atribuido,2026-05-28 18:33:00,,baixo,Parada por falha em angiografia. Prioridade baixo.,
467,30,467,358,,corretiva,nao atribuido,2026-06-01 04:51:00,,baixo,Parada por falha em angiografia. Prioridade baixo.,
468,30,468,359,14,corretiva,atribuido,2026-05-25 00:31:00,,medio,Parada por falha em pet. Prioridade medio.,
469,30,469,360,58,corretiva,concluido,2026-04-10 20:53:00,2026-04-11 15:53:00,baixo,Parada por falha em tc. Prioridade baixo.,19
470,30,470,361,,corretiva,nao atribuido,2026-06-01 14:36:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
471,30,471,,39,preventiva,concluido,2026-02-10 10:00:00,2026-02-12 10:00:00,alto,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade alto.,48
472,30,472,362,,corretiva,nao atribuido,2026-05-28 23:53:00,,baixo,Parada por falha em pet. Prioridade baixo.,
473,30,473,363,38,corretiva,concluido,2026-02-13 05:59:00,2026-02-13 22:59:00,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,17
474,30,474,,7,preventiva,concluido,2026-05-23 02:00:00,2026-05-24 06:00:00,medio,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade medio.,28
475,30,475,364,58,corretiva,atribuido,2026-05-26 04:48:00,,medio,Parada por falha em pet. Prioridade medio.,
476,30,476,365,38,corretiva,atribuido,2026-06-02 12:27:00,,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,
477,30,477,366,18,corretiva,atribuido,2026-05-28 01:22:00,,alto,Parada por falha em pet. Prioridade alto.,
478,30,478,367,8,corretiva,concluido,2026-01-30 07:37:00,2026-01-30 13:37:00,alto,Parada por falha em arco cirurgico. Prioridade alto.,6
479,30,479,368,,corretiva,nao atribuido,2026-06-01 08:14:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
480,30,480,369,,corretiva,nao atribuido,2026-05-26 05:45:00,,baixo,Parada por falha em pet. Prioridade baixo.,
481,31,481,370,35,corretiva,em andamento,2026-05-25 01:46:00,,baixo,Parada por falha em tc. Prioridade baixo.,
482,31,482,371,20,corretiva,atribuido,2026-06-04 00:33:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
483,31,483,372,,corretiva,nao atribuido,2026-06-01 02:49:00,,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,
484,31,484,373,7,corretiva,concluido,2026-01-07 18:53:00,2026-01-08 02:53:00,baixo,Parada por falha em raio x. Prioridade baixo.,8
485,31,485,374,53,corretiva,atribuido,2026-05-29 20:57:00,,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,
486,31,486,375,36,corretiva,concluido,2026-02-26 18:00:00,2026-02-26 22:00:00,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,4
487,31,487,,4,preventiva,concluido,2026-05-02 16:00:00,2026-05-03 17:00:00,alto,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade alto.,25
488,31,488,376,,corretiva,nao atribuido,2026-05-31 20:55:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
489,31,489,377,,corretiva,nao atribuido,2026-06-03 05:16:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
490,31,490,378,54,corretiva,em andamento,2026-05-28 06:02:00,,alto,Parada por falha em raio x. Prioridade alto.,
491,31,491,379,,corretiva,nao atribuido,2026-05-27 13:21:00,,medio,Parada por falha em pet. Prioridade medio.,
492,31,492,,13,preventiva,concluido,2026-02-04 13:00:00,2026-02-06 01:00:00,alto,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade alto.,36
493,31,493,380,,corretiva,nao atribuido,2026-05-30 13:00:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
494,31,494,381,46,corretiva,atribuido,2026-05-27 01:14:00,,alto,Parada por falha em tc. Prioridade alto.,
495,31,495,,53,preventiva,concluido,2026-02-01 15:00:00,2026-02-02 10:00:00,medio,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade medio.,19
496,31,496,,4,preventiva,concluido,2026-02-14 16:00:00,2026-02-15 04:00:00,medio,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade medio.,12
497,32,497,,51,preventiva,concluido,2026-03-22 08:00:00,2026-03-23 04:00:00,medio,Chamado preventiva para angiografia. Motivo: MTBF proximo do vencimento. Prioridade medio.,20
498,32,498,382,25,corretiva,concluido,2026-03-06 18:09:00,2026-03-07 06:09:00,alto,Parada por falha em tc. Prioridade alto.,12
499,32,499,,47,preventiva,concluido,2026-03-11 05:00:00,2026-03-11 18:00:00,baixo,Chamado preventiva para tc. Motivo: MTBF proximo do vencimento. Prioridade baixo.,13
500,32,500,383,25,corretiva,atribuido,2026-06-03 22:14:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
501,32,501,384,18,corretiva,concluido,2026-05-05 18:50:00,2026-05-06 14:50:00,baixo,Parada por falha em pet. Prioridade baixo.,20
502,32,502,385,,corretiva,nao atribuido,2026-05-25 23:24:00,,alto,Parada por falha em angiografia. Prioridade alto.,
503,32,503,386,20,corretiva,concluido,2026-04-11 05:22:00,2026-04-11 21:22:00,alto,Parada por falha em raio x. Prioridade alto.,16
504,32,504,387,,corretiva,nao atribuido,2026-05-27 19:23:00,,medio,Parada por falha em pet. Prioridade medio.,
505,32,505,388,54,corretiva,concluido,2026-03-09 02:39:00,2026-03-09 06:39:00,baixo,Parada por falha em pet. Prioridade baixo.,4
506,32,506,389,,corretiva,nao atribuido,2026-05-31 16:03:00,,alto,Parada por falha em angiografia. Prioridade alto.,
507,32,507,,35,preventiva,concluido,2026-01-02 19:00:00,2026-01-03 08:00:00,baixo,Chamado preventiva para angiografia. Motivo: MTBF proximo do vencimento. Prioridade baixo.,13
508,32,508,390,38,corretiva,em andamento,2026-05-30 15:49:00,,alto,Parada por falha em angiografia. Prioridade alto.,
509,32,509,391,7,corretiva,atribuido,2026-05-25 06:00:00,,baixo,Parada por falha em tc. Prioridade baixo.,
510,32,510,392,52,corretiva,concluido,2026-03-22 16:17:00,2026-03-23 02:17:00,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,10
511,32,511,393,15,corretiva,concluido,2026-03-12 07:29:00,2026-03-12 19:29:00,medio,Parada por falha em pet. Prioridade medio.,12
512,32,512,,32,preventiva,concluido,2026-04-26 04:00:00,2026-04-27 10:00:00,baixo,Chamado preventiva para arco cirurgico. Motivo: desgaste elevado. Prioridade baixo.,30
513,33,513,394,,corretiva,nao atribuido,2026-05-29 06:50:00,,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,
514,33,514,,44,preventiva,concluido,2026-01-29 04:00:00,2026-01-31 02:00:00,medio,Chamado preventiva para ultrassom. Motivo: desgaste elevado. Prioridade medio.,46
515,33,515,395,24,corretiva,concluido,2026-04-07 16:36:00,2026-04-07 21:36:00,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,5
516,33,516,,38,preventiva,concluido,2026-02-24 01:00:00,2026-02-25 16:00:00,alto,Chamado preventiva para angiografia. Motivo: MTBF proximo do vencimento. Prioridade alto.,39
517,33,517,396,3,corretiva,concluido,2026-05-08 14:10:00,2026-05-09 02:10:00,baixo,Parada por falha em raio x. Prioridade baixo.,12
518,33,518,,51,preventiva,concluido,2026-05-18 13:00:00,2026-05-20 15:00:00,alto,Chamado preventiva para pet. Motivo: desgaste elevado. Prioridade alto.,50
519,33,519,397,6,corretiva,atribuido,2026-05-26 09:35:00,,baixo,Parada por falha em tc. Prioridade baixo.,
520,33,520,398,,corretiva,nao atribuido,2026-05-27 12:19:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
521,33,521,,32,preventiva,concluido,2026-04-15 05:00:00,2026-04-15 20:00:00,medio,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade medio.,15
522,33,522,,11,preventiva,concluido,2026-02-26 15:00:00,2026-02-27 02:00:00,baixo,Chamado preventiva para ultrassom. Motivo: desgaste elevado. Prioridade baixo.,11
523,33,523,399,,corretiva,nao atribuido,2026-06-02 14:31:00,,alto,Parada por falha em raio x. Prioridade alto.,
524,33,524,400,21,corretiva,concluido,2026-04-29 23:59:00,2026-04-30 18:59:00,baixo,Parada por falha em pet. Prioridade baixo.,19
525,33,525,401,33,corretiva,concluido,2026-01-15 20:49:00,2026-01-16 18:49:00,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,22
526,33,526,,24,preventiva,concluido,2026-02-22 07:00:00,2026-02-22 16:00:00,alto,Chamado preventiva para ultrassom. Motivo: desgaste elevado. Prioridade alto.,9
527,33,527,,25,preventiva,concluido,2026-02-08 15:00:00,2026-02-10 01:00:00,medio,Chamado preventiva para ultrassom. Motivo: MTBF proximo do vencimento. Prioridade medio.,34
528,33,528,402,18,corretiva,concluido,2026-01-14 00:43:00,2026-01-14 16:43:00,baixo,Parada por falha em pet. Prioridade baixo.,16
529,34,529,403,,corretiva,nao atribuido,2026-06-01 01:34:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
530,34,530,404,7,corretiva,concluido,2026-04-05 21:32:00,2026-04-06 04:32:00,medio,Parada por falha em arco cirurgico. Prioridade medio.,7
531,34,531,405,44,corretiva,atribuido,2026-05-30 10:58:00,,medio,Parada por falha em ultrassom. Prioridade medio.,
532,34,532,406,44,corretiva,atribuido,2026-05-31 08:56:00,,medio,Parada por falha em ultrassom. Prioridade medio.,
533,34,533,407,8,corretiva,atribuido,2026-06-01 03:29:00,,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,
534,34,534,408,20,corretiva,concluido,2026-04-10 19:52:00,2026-04-11 06:52:00,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,11
535,34,535,,27,preventiva,concluido,2026-02-02 04:00:00,2026-02-02 17:00:00,alto,Chamado preventiva para arco cirurgico. Motivo: MTBF proximo do vencimento. Prioridade alto.,13
536,34,536,,42,preventiva,concluido,2026-03-03 03:00:00,2026-03-04 13:00:00,alto,Chamado preventiva para tc. Motivo: desgaste elevado. Prioridade alto.,34
537,34,537,409,12,corretiva,em andamento,2026-06-02 15:48:00,,medio,Parada por falha em angiografia. Prioridade medio.,
538,34,538,410,45,corretiva,atribuido,2026-05-31 16:45:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
539,34,539,,29,preventiva,concluido,2026-01-16 01:00:00,2026-01-16 20:00:00,medio,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade medio.,19
540,34,540,411,20,corretiva,em andamento,2026-05-30 18:01:00,,medio,Parada por falha em pet. Prioridade medio.,
541,34,541,412,5,corretiva,atribuido,2026-06-01 12:32:00,,alto,Parada por falha em arco cirurgico. Prioridade alto.,
542,34,542,413,,corretiva,nao atribuido,2026-06-01 03:02:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
543,34,543,414,,corretiva,nao atribuido,2026-05-26 23:18:00,,medio,Parada por falha em raio x. Prioridade medio.,
544,34,544,415,23,corretiva,concluido,2026-04-17 06:35:00,2026-04-17 11:35:00,medio,Parada por falha em ultrassom. Prioridade medio.,5
545,35,545,,48,preventiva,concluido,2026-02-05 11:00:00,2026-02-07 09:00:00,baixo,Chamado preventiva para pet. Motivo: MTBF proximo do vencimento. Prioridade baixo.,46
546,35,546,,3,preventiva,concluido,2026-02-11 15:00:00,2026-02-12 15:00:00,alto,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade alto.,24
547,35,547,416,27,corretiva,concluido,2026-01-22 17:59:00,2026-01-23 05:59:00,alto,Parada por falha em arco cirurgico. Prioridade alto.,12
548,35,548,417,5,corretiva,concluido,2026-04-13 13:15:00,2026-04-13 19:15:00,medio,Parada por falha em arco cirurgico. Prioridade medio.,6
549,35,549,418,,corretiva,nao atribuido,2026-05-30 23:56:00,,alto,Parada por falha em pet. Prioridade alto.,
550,35,550,419,36,corretiva,concluido,2026-01-10 03:13:00,2026-01-10 18:13:00,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,15
551,35,551,,1,preventiva,concluido,2026-01-21 23:00:00,2026-01-22 22:00:00,medio,Chamado preventiva para ressonancia magnetica. Motivo: MTBF proximo do vencimento. Prioridade medio.,23
552,35,552,420,57,corretiva,em andamento,2026-06-02 12:58:00,,medio,Parada por falha em arco cirurgico. Prioridade medio.,
553,35,553,421,57,corretiva,concluido,2026-03-27 11:57:00,2026-03-28 00:57:00,medio,Parada por falha em ultrassom. Prioridade medio.,13
554,35,554,422,1,corretiva,concluido,2026-03-05 09:08:00,2026-03-05 22:08:00,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,13
555,35,555,423,20,corretiva,concluido,2026-02-24 10:33:00,2026-02-25 02:33:00,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,16
556,35,556,424,56,corretiva,concluido,2026-02-01 19:42:00,2026-02-02 06:42:00,baixo,Parada por falha em pet. Prioridade baixo.,11
557,35,557,,48,preventiva,concluido,2025-12-30 09:00:00,2025-12-31 00:00:00,baixo,Chamado preventiva para pet. Motivo: desgaste elevado. Prioridade baixo.,15
558,35,558,425,,corretiva,nao atribuido,2026-06-03 22:28:00,,medio,Parada por falha em ressonancia magnetica. Prioridade medio.,
559,35,559,426,13,corretiva,concluido,2026-03-01 15:23:00,2026-03-02 06:23:00,alto,Parada por falha em tc. Prioridade alto.,15
560,35,560,,7,preventiva,concluido,2026-01-25 03:00:00,2026-01-25 20:00:00,baixo,Chamado preventiva para tc. Motivo: MTBF proximo do vencimento. Prioridade baixo.,17
561,36,561,,19,preventiva,concluido,2026-01-07 14:00:00,2026-01-08 23:00:00,baixo,Chamado preventiva para angiografia. Motivo: MTBF proximo do vencimento. Prioridade baixo.,33
562,36,562,427,,corretiva,nao atribuido,2026-05-25 21:52:00,,alto,Parada por falha em raio x. Prioridade alto.,
563,36,563,428,14,corretiva,atribuido,2026-05-29 05:55:00,,medio,Parada por falha em pet. Prioridade medio.,
564,36,564,,38,preventiva,concluido,2026-05-07 11:00:00,2026-05-09 04:00:00,baixo,Chamado preventiva para angiografia. Motivo: desgaste elevado. Prioridade baixo.,41
565,36,565,429,53,corretiva,atribuido,2026-06-03 15:38:00,,baixo,Parada por falha em ultrassom. Prioridade baixo.,
566,36,566,430,21,corretiva,concluido,2026-01-29 20:50:00,2026-01-30 16:50:00,baixo,Parada por falha em pet. Prioridade baixo.,20
567,36,567,,57,preventiva,concluido,2025-12-27 20:00:00,2025-12-29 22:00:00,baixo,Chamado preventiva para arco cirurgico. Motivo: MTBF proximo do vencimento. Prioridade baixo.,50
568,36,568,431,12,corretiva,atribuido,2026-06-04 14:57:00,,medio,Parada por falha em pet. Prioridade medio.,
569,36,569,432,19,corretiva,concluido,2026-03-18 02:55:00,2026-03-18 09:55:00,baixo,Parada por falha em arco cirurgico. Prioridade baixo.,7
570,36,570,,31,preventiva,concluido,2026-04-29 02:00:00,2026-04-30 16:00:00,medio,Chamado preventiva para ultrassom. Motivo: desgaste elevado. Prioridade medio.,38
571,36,571,433,,corretiva,nao atribuido,2026-06-04 12:56:00,,baixo,Parada por falha em ressonancia magnetica. Prioridade baixo.,
572,36,572,434,35,corretiva,concluido,2026-03-17 17:37:00,2026-03-18 04:37:00,medio,Parada por falha em raio x. Prioridade medio.,11
573,36,573,,55,preventiva,concluido,2026-03-09 14:00:00,2026-03-10 12:00:00,baixo,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade baixo.,22
574,36,574,435,46,corretiva,em andamento,2026-05-27 06:43:00,,baixo,Parada por falha em pet. Prioridade baixo.,
575,36,575,,20,preventiva,concluido,2026-03-01 09:00:00,2026-03-03 07:00:00,alto,Chamado preventiva para arco cirurgico. Motivo: desgaste elevado. Prioridade alto.,46
576,36,576,436,53,corretiva,concluido,2026-04-20 07:14:00,2026-04-21 04:14:00,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,21
577,37,577,437,,corretiva,nao atribuido,2026-05-28 16:56:00,,alto,Parada por falha em ultrassom. Prioridade alto.,
578,37,578,438,,corretiva,nao atribuido,2026-06-02 22:06:00,,alto,Parada por falha em angiografia. Prioridade alto.,
579,37,579,,57,preventiva,concluido,2026-03-01 08:00:00,2026-03-02 02:00:00,baixo,Chamado preventiva para tc. Motivo: MTBF proximo do vencimento. Prioridade baixo.,18
580,37,580,,2,preventiva,concluido,2026-01-10 14:00:00,2026-01-11 22:00:00,alto,Chamado preventiva para raio x. Motivo: desgaste elevado. Prioridade alto.,32
581,37,581,439,40,corretiva,atribuido,2026-05-26 23:18:00,,baixo,Parada por falha em raio x. Prioridade baixo.,
582,37,582,440,52,corretiva,em andamento,2026-05-31 18:24:00,,alto,Parada por falha em ressonancia magnetica. Prioridade alto.,
583,37,583,441,53,corretiva,atribuido,2026-05-27 16:45:00,,alto,Parada por falha em angiografia. Prioridade alto.,
584,37,584,,19,preventiva,concluido,2026-05-18 12:00:00,2026-05-19 01:00:00,alto,Chamado preventiva para arco cirurgico. Motivo: desgaste elevado. Prioridade alto.,13
585,37,585,442,47,corretiva,concluido,2026-04-04 16:51:00,2026-04-05 11:51:00,alto,Parada por falha em tc. Prioridade alto.,19
586,37,586,443,1,corretiva,concluido,2026-05-07 09:15:00,2026-05-08 04:15:00,medio,Parada por falha em pet. Prioridade medio.,19
587,37,587,,52,preventiva,concluido,2026-02-07 22:00:00,2026-02-09 07:00:00,alto,Chamado preventiva para ressonancia magnetica. Motivo: desgaste elevado. Prioridade alto.,33
588,37,588,444,7,corretiva,atribuido,2026-06-03 06:12:00,,alto,Parada por falha em tc. Prioridade alto.,
